,FeatureImportances,FeatureNames
379,1.1153411713866082e-06,cat__Basin5_5-0125-011
380,2.8263776249109926e-05,cat__Basin5_5-013
381,8.82742239343035e-05,cat__Basin5_5-014
382,1.087862356249434e-05,cat__Basin5_5-015
383,0.0,cat__Basin5_5-018
384,0.0,cat__Basin5_5-019
385,0.0025572147545690703,cat__Basin5_5-021
386,6.276377483781413e-06,cat__Basin5_5-0215-022
387,0.006016906043968219,cat__Basin5_5-022
388,1.9271036019239087e-05,cat__Basin5_5-0225-021
389,0.0009467618928996753,cat__Basin5_5-025
390,2.95670451673776e-05,cat__Basin5_5-027
391,1.1074333309905969e-05,cat__Basin5_5-028
392,3.237735093756523e-05,cat__Basin5_5-029
393,1.613160205315524e-05,cat__Basin5_5-0295-082
394,0.000701566643287999,cat__Basin5_5-030
395,0.00011876305857590736,cat__Basin5_5-035
396,5.073822090397842e-05,cat__Basin5_5-060
397,0.0,cat__Basin5_5-063
398,0.00019030983747860372,cat__Basin5_5-066
399,1.5317794100755388e-06,cat__Basin5_5-069
400,9.528649539081002e-06,cat__Basin5_5-080
401,1.137306888482897e-05,cat__Basin5_5-082
402,0.000470309860283784,cat__Basin5_5-083
403,6.750385994199897e-06,cat__Basin5_5-084
404,5.761127338983022e-06,cat__Basin5_5-0855-084
405,0.0019173543614918443,cat__Basin6_0-000
406,7.430585149870269e-06,cat__Basin6_6-001
407,2.025941578282744e-05,cat__Basin6_6-004
408,0.00011974480977007387,cat__Basin6_6-005
409,4.262708767663567e-06,cat__Basin6_6-006
410,4.551909768631201e-06,cat__Basin6_6-007
411,0.0005548395355077086,cat__Basin6_6-008
412,1.2450101417715157e-06,cat__Basin6_6-009
413,4.680314386419798e-06,cat__Basin6_6-011
414,9.42625226620425e-05,cat__Basin6_6-012
415,1.0725762073539552e-05,cat__Basin6_6-018
416,5.5662475157688356e-06,cat__Basin6_6-020
417,2.741342049975238e-08,cat__Basin6_6-0206-012
418,0.0,cat__Basin6_6-022
419,2.738665846904642e-06,cat__Basin6_6-0226-032
420,5.8242395422388136e-08,cat__Basin6_6-0336-041
421,1.8256894750625851e-06,cat__Basin6_6-0366-025
422,0.0,cat__Basin6_6-038
423,2.2016738746911923e-06,cat__Basin6_6-0386-040
424,0.00022234786741782796,cat__Basin6_6-040
425,0.0,cat__Basin6_6-041
426,3.4004729685186414e-05,cat__Basin6_6-042
427,4.879981912671131e-08,cat__Basin6_6-0426-033
428,0.0,cat__Basin6_6-0426-040
429,0.0,cat__Basin6_6-0426-041
430,2.034414615023964e-06,cat__Basin6_6-043
431,9.210924146331512e-06,cat__Basin6_6-0436-042
432,9.252601065294451e-08,cat__Basin6_6-0436-0446-042
433,0.004579883100831605,cat__Basin6_6-044
434,0.0,cat__Basin6_6-045
435,1.0027883787786904e-05,cat__Basin6_6-0456-046
436,0.0018448029341892691,cat__Basin6_6-046
437,6.412171109171603e-06,cat__Basin6_6-047
438,0.00013451670260254363,cat__Basin6_6-054
439,5.619751668375934e-06,cat__Basin6_6-067
440,1.6318860486413212e-06,cat__Basin6_6-108
441,0.0018501902396383457,cat__Basin789_0-000
442,2.0420296431291447e-06,cat__Basin789_7-003
443,0.0,cat__Basin789_7-005
444,0.0,cat__Basin789_7-0057-021
445,0.0,cat__Basin789_7-0107-062
446,1.0120049974471432e-06,cat__Basin789_7-0117-062
447,0.0,cat__Basin789_7-012
448,0.0,cat__Basin789_7-0127-016
449,0.0,cat__Basin789_7-0137-062
450,1.4725143042615034e-09,cat__Basin789_7-016
451,1.341948038584035e-08,cat__Basin789_7-0167-018
452,3.446495640435034e-06,cat__Basin789_7-019
453,2.363397941101131e-06,cat__Basin789_7-0198-002
454,8.50990274699444e-06,cat__Basin789_7-020
455,0.00033654453139199387,cat__Basin789_7-021
456,4.7487637392366305e-06,cat__Basin789_7-024
457,3.4395826301273655e-08,cat__Basin789_7-026
458,0.0,cat__Basin789_7-029
459,0.0,cat__Basin789_7-0297-036
460,1.872358925853614e-05,cat__Basin789_7-030
461,0.0,cat__Basin789_7-031
462,6.410286284009754e-08,cat__Basin789_7-035
463,2.006906370810447e-08,cat__Basin789_7-036
464,7.325448339522221e-07,cat__Basin789_7-038
465,9.286948566570243e-07,cat__Basin789_7-0387-039
466,4.124174900921348e-07,cat__Basin789_7-039
467,0.0,cat__Basin789_7-0398-002
468,6.183758008818053e-06,cat__Basin789_7-044
469,2.466218310094037e-07,cat__Basin789_7-047
470,2.7543199663990277e-08,cat__Basin789_7-059
471,5.0137836063538025e-06,cat__Basin789_8-001
472,7.846340683110561e-05,cat__Basin789_8-002
473,0.0,cat__Basin789_8-0028-004
474,0.0,cat__Basin789_8-0028-0059-005
475,0.0,cat__Basin789_8-004
476,2.943104069598696e-09,cat__Basin789_8-005
477,3.0789828627642392e-06,cat__Basin789_8-006
478,4.202007755130077e-06,cat__Basin789_8-009
479,6.110520079764135e-07,cat__Basin789_9-001
480,1.075716448364305e-08,cat__Basin789_9-0029-003
481,0.0,cat__Basin789_9-004
482,1.7696651316871383e-06,cat__Basin789_9-005
483,0.0,cat__Basin789_9-006
484,3.0389294500954565e-06,cat__Basin789_9-007
485,8.674756252340278e-07,cat__Basin789_9-008
486,0.0,cat__Basin789_9-010
487,4.896381051125716e-08,cat__Basin789_9-012
488,0.0,cat__Basin789_9-014
489,3.54610329910941e-07,cat__Basin789_9-015
490,1.0115768606090095e-05,cat__Basin789_9-028
491,0.0,cat__Basin789_9-029
492,0.0,cat__Basin789_9-032
493,1.5341472332729798e-08,cat__Basin789_9-033
494,0.018981047368438152,cat__Intertie_No
495,0.01993960711210534,cat__Intertie_Yes
